
     1    -1.8     0.0     3.0     2.6     1.5     1.5     0.9     1.7    -0.6     0.5    -2.7     1.9    -0.7     0.6     0.3    -1.0     1.6     5.0    21.5    28.7    19.3     0.9
     2    -1.6     0.7    -0.5    -0.2     2.2     2.0     2.2     2.0    -2.4    -3.2     2.3     3.6     1.0     0.1     0.5     3.6     4.9    11.3    58.2    62.3    49.5    31.9
     3     3.7     0.1    -0.5     1.8     1.7     3.1    -0.7    -2.4    -4.2    -0.4    -3.7     1.6     2.1    -1.8    -2.6     1.8     4.3    11.9    60.3    76.1    68.7    24.8
     4     1.3     2.4     2.1     2.3     0.0     0.0     2.6     0.6    -3.6    -0.1    -1.9     2.4    -1.0     2.2    -1.6     1.0     4.4    13.9    55.6    82.9    85.6    35.1
     5     0.0     2.9     1.6     1.0     0.0     1.5     0.2    -0.1     0.6    -2.8    -1.1    -2.2     1.8    -3.1    -1.1    -0.2     5.6    15.5    62.9    92.6    78.6    38.1
     6     2.0    -0.2     1.0     0.2    -0.2     1.5     0.2    -0.2    -2.0    -1.5     0.0     1.1     0.0     0.7     1.3     1.5     2.8    20.5    48.3   102.1    70.7    13.0
     7    -1.2     3.0     2.5     1.3     3.9     2.0     1.9     3.1     0.1    -0.9     0.0     4.6     0.2     2.5     0.3     7.4     9.9    17.7    53.2    86.9    69.5     4.4
     8     0.0    -0.8     0.1    -0.2     2.3     2.5     1.6    -0.6     0.9     0.4    -0.8     4.7     0.1     3.5     0.3     2.7     8.7    15.1    56.6    94.4    77.4     7.8
     9     0.2    -0.8     0.5     1.4    -0.2     1.0     2.2     1.0     0.4     2.8     0.5     5.3     2.3     0.9     2.1     3.3     3.9    16.7    44.3    79.8    57.2    -8.7
    10    -2.8     0.3     1.1     1.3     1.8    -0.3     0.3     0.7    -0.5     1.0     0.0     4.2     2.5     0.8     3.2     0.2     4.9    12.6    36.1    49.4    29.0     8.2
    11    -2.9     1.0     2.0     0.0     3.1     2.4     1.7    -2.9    -1.7    -2.7    -1.4    -1.8     0.6    -2.6    -2.8     0.5     3.4    12.0    34.8    64.5    59.3     7.3
