
     1     2.4     4.6    -0.7    -2.9    -0.7    -0.3     0.5    -1.2    -2.7     0.4    -0.6     0.9     0.2    -4.2    -5.2   -11.5   -13.9   -12.4   -13.6     6.9    13.8     9.8
     2     0.3     3.9    -1.3    -0.5    -0.1     0.3     1.0     1.3     1.1    -0.1    -1.0     3.4     1.2     0.1    -3.7    -8.9   -11.2   -17.6    -2.0    31.0    40.4    28.8
     3     0.0     4.4     1.9    -0.5     1.7    -1.2     0.1    -1.5    -1.3     0.6     0.3     1.3     2.3    -3.6    -1.8    -7.6   -13.3   -25.8    -6.1    37.4    48.2    33.9
     4     0.4     1.8     1.2    -1.8    -0.7     0.1     0.7     0.0    -1.9     0.7     0.9     0.7     0.8    -3.4    -5.2   -16.1   -20.2   -26.5   -16.0    26.7    39.9    44.3
     5    -4.2     4.7     1.2    -1.8     0.1     0.5     1.0    -1.8    -1.3     2.0    -0.7    -1.3     0.7     2.0    -6.0   -11.1   -19.9   -20.2    -6.6    19.1    26.6    27.5
     6    -1.6     0.9     0.2    -0.7     0.4    -1.0     0.6     1.1    -1.1     1.6    -0.4     1.7    -1.6    -2.0    -6.9    -9.2   -14.9   -17.8     1.3    24.4    35.0    26.9
     7     2.8     2.7    -1.2     2.4     1.7     2.5     3.2     1.2     0.0    -0.9     1.7    -0.7     2.5     0.3    -4.0    -7.2   -17.7   -26.0     1.2    43.1    66.9    56.1
     8     0.5     2.9     2.2     1.2     0.0     1.5     1.2    -1.5    -0.2     2.2     2.4     3.2     2.3    -1.2    -5.0   -11.5   -17.2   -34.4   -17.7    44.5    60.7    42.7
     9    -1.4     5.0    -0.9     0.6    -1.2    -0.6    -0.4    -0.5    -0.3    -1.0     1.4    -1.4     4.5     1.3    -4.3   -11.1   -19.4   -40.4   -36.5     9.9    42.4    72.0
    10     0.5    -1.7     2.8     3.2    -0.5     0.8     1.6    -2.3     0.0    -0.1     0.2     0.4     2.7     2.1     0.5    -1.8    -7.8    -0.5    10.8    37.5    72.0    86.2
    11    -4.3     0.6    -0.1     0.0    -0.7     0.2     0.2    -0.7    -0.9     0.3     0.3    -2.5     3.9     0.4    -2.5    -2.9    -0.9    18.2    14.2    27.9    49.2   120.0
    12    -2.9    -1.3     0.4    -1.5     1.6     0.0    -0.2     3.8    -0.6     2.4     2.8    -1.9     4.3    -0.5     0.9    -2.6    -5.0   -14.3   -17.4   -19.8    38.4    97.7
    13    -2.2    -0.7     1.3    -0.5    -1.0    -2.3    -1.5    -2.1    -2.9    -0.7     0.3    -2.4     0.1    -2.1    -1.2    -2.3    -6.8    -4.2   -12.8    -4.9    45.4    98.2
    14    -1.5    -3.1    -0.8    -2.3    -1.7    -1.9    -0.6     0.3    -2.0    -2.6    -0.6    -1.1     1.5    -1.4    -2.5    -6.7   -15.5   -18.9   -20.7   -10.5    56.6   115.6
    15    -1.5    -0.1     1.9    -1.0     1.3     0.1    -1.3     0.5    -1.0    -4.4    -2.1    -1.0     1.4    -1.7    -4.8   -11.3   -10.3   -26.0   -21.9    17.1    79.6    71.8
    16     1.3     3.3     0.5     1.9     3.1     0.7     1.1    -0.6    -2.0    -0.2     0.8    -0.1    -1.0    -1.8    -3.7    -5.3    -7.3   -10.3   -13.9    13.1    72.1    73.4
    17     0.0     1.6    -0.3     3.7     2.7     1.6     0.4     1.8     1.9     1.0    -0.3     0.7    -1.3    -1.2    -5.4    -9.2    -9.8   -11.4   -18.3    -7.6    66.3    68.8
    18     1.4     1.2     2.4     1.6     1.1     0.1     2.6     0.4     0.0     0.7     3.4     0.4     0.8    -1.4    -5.1    -8.7   -16.8   -34.4   -27.0   -12.7    62.6    87.8
    19     2.3    -0.7    -0.6     0.0     2.2     0.3    -1.5     0.0     0.9    -0.9     1.4    -0.5    -0.3    -0.4    -0.6   -11.7   -14.4   -30.1   -37.5   -39.6    58.1   101.8
    20    -1.6    -3.7    -0.3     1.2     1.6    -0.2     1.6     2.1     1.7    -0.3     0.8    -0.7     3.1    -0.6     1.9    -4.5   -14.4   -15.2   -20.2    -4.8    81.6   122.8
    21    -0.7     1.9     0.6     0.8    -0.9    -1.2     0.1    -1.6     3.2     0.5    -0.2    -1.2     3.1     0.0     0.5    -3.5    -4.7   -11.6     6.8    35.8    62.0   107.4
    22    -1.9    -3.1     0.4    -2.6    -1.8     1.6    -1.7    -2.7    -3.5    -2.7     0.2     0.0     1.3     0.3    -3.4    -4.4    -5.1    -7.9    -6.9   -16.1    35.4   100.5
    23    -3.8     0.0    -1.3    -1.5     0.8    -0.3    -0.4    -2.8    -1.8    -1.0     0.2    -2.0     2.8    -0.6    -4.0    -2.5    -8.4    -6.0   -11.2   -14.4    35.7   100.3
    24    -0.1    -2.1    -3.7    -1.8    -0.2    -0.2    -0.1    -0.5    -2.1    -4.5    -1.9    -3.0     0.8    -2.1    -2.4    -5.2   -12.6   -21.4   -12.7    -4.1    72.4   117.5
